Plot,Side,Quadrat,Cohort,Rotation,Block,Herbicide,Corn_weed_management,Crop,Crop_ID,Total,Female,Male,Unknown,ID,Year,Number_begin,Total_sexed
13,W,6,3,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_6_3,2019,0,0
13,W,6,4,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_6_4,2019,0,0
13,W,6,5,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_6_5,2019,0,0
13,W,6,6,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_6_6,2019,0,0
13,W,7,1,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_7_1,2019,0,0
13,W,7,2,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_7_2,2019,0,0
13,W,7,3,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_7_3,2019,0,0
13,W,7,4,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_7_4,2019,0,0
13,W,7,5,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_7_5,2019,0,0
13,W,7,6,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_7_6,2019,0,0
13,W,8,2,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_8_2,2019,0,0
13,W,8,3,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_8_3,2019,0,0
13,W,8,4,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_8_4,2019,0,0
13,W,8,5,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_8_5,2019,0,0
13,W,8,6,2-year,1,conv,low,soybean,S2,0,0,0,0,13_W_8_6,2019,0,0
14,E,1,4,4-year,1,conv,conv,oat,O4,0,0,0,0,14_E_1_4,2019,0,0
14,E,2,6,4-year,1,conv,conv,oat,O4,0,0,0,0,14_E_2_6,2019,0,0
14,E,4,5,4-year,1,conv,conv,oat,O4,0,0,0,0,14_E_4_5,2019,0,0
14,E,5,5,4-year,1,conv,conv,oat,O4,0,0,0,0,14_E_5_5,2019,0,0
14,E,5,6,4-year,1,conv,conv,oat,O4,0,0,0,0,14_E_5_6,2019,0,0
14,W,1,5,4-year,1,low,low,oat,O4,0,0,0,0,14_W_1_5,2019,0,0
14,W,1,6,4-year,1,low,low,oat,O4,0,0,0,0,14_W_1_6,2019,0,0
14,W,2,6,4-year,1,low,low,oat,O4,0,0,0,0,14_W_2_6,2019,0,0
14,W,4,6,4-year,1,low,low,oat,O4,0,0,0,0,14_W_4_6,2019,0,0
14,W,5,6,4-year,1,low,low,oat,O4,0,0,0,0,14_W_5_6,2019,0,0
14,W,7,5,4-year,1,low,low,oat,O4,0,0,0,0,14_W_7_5,2019,0,0
14,W,7,6,4-year,1,low,low,oat,O4,0,0,0,0,14_W_7_6,2019,0,0
14,W,8,5,4-year,1,low,low,oat,O4,0,0,0,0,14_W_8_5,2019,0,0
14,W,8,6,4-year,1,low,low,oat,O4,0,0,0,0,14_W_8_6,2019,0,0
15,E,1,1,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_1_1,2019,0,0
15,E,1,2,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_1_2,2019,0,0
15,E,1,3,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_1_3,2019,0,0
15,E,1,4,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_1_4,2019,0,0
15,E,1,5,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_1_5,2019,0,0
15,E,1,6,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_1_6,2019,0,0
15,E,2,1,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_2_1,2019,0,0
15,E,2,2,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_2_2,2019,0,0
15,E,2,3,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_2_3,2019,0,0
15,E,2,4,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_2_4,2019,0,0
15,E,2,5,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_2_5,2019,0,0
15,E,2,6,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_2_6,2019,0,0
15,E,3,1,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_3_1,2019,0,0
15,E,3,2,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_3_2,2019,0,0
15,E,3,3,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_3_3,2019,0,0
15,E,3,4,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_3_4,2019,0,0
15,E,3,5,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_3_5,2019,0,0
15,E,3,6,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_3_6,2019,0,0
15,E,4,1,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_4_1,2019,0,0
15,E,4,2,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_4_2,2019,0,0
15,E,4,3,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_4_3,2019,0,0
15,E,4,4,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_4_4,2019,0,0
15,E,4,5,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_4_5,2019,0,0
15,E,4,6,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_4_6,2019,0,0
15,E,5,1,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_5_1,2019,0,0
15,E,5,2,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_5_2,2019,0,0
15,E,5,3,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_5_3,2019,0,0
15,E,5,4,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_5_4,2019,0,0
15,E,5,5,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_5_5,2019,0,0
15,E,5,6,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_5_6,2019,0,0
15,E,6,1,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_6_1,2019,0,0
15,E,6,2,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_6_2,2019,0,0
15,E,6,3,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_6_3,2019,0,0
15,E,6,4,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_6_4,2019,0,0
15,E,6,5,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_6_5,2019,0,0
15,E,6,6,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_6_6,2019,0,0
15,E,7,1,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_7_1,2019,0,0
15,E,7,2,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_7_2,2019,0,0
15,E,7,3,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_7_3,2019,0,0
15,E,7,4,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_7_4,2019,0,0
15,E,7,5,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_7_5,2019,0,0
15,E,7,6,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_7_6,2019,0,0
15,E,8,1,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_8_1,2019,0,0
15,E,8,2,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_8_2,2019,0,0
15,E,8,3,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_8_3,2019,0,0
15,E,8,4,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_8_4,2019,0,0
15,E,8,5,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_8_5,2019,0,0
15,E,8,6,3-year,1,conv,low,soybean,S3,0,0,0,0,15_E_8_6,2019,0,0
15,W,1,1,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_1_1,2019,0,0
15,W,1,2,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_1_2,2019,0,0
15,W,1,3,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_1_3,2019,0,0
15,W,1,4,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_1_4,2019,0,0
15,W,1,5,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_1_5,2019,0,0
15,W,1,6,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_1_6,2019,0,0
15,W,2,1,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_2_1,2019,0,0
15,W,2,2,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_2_2,2019,0,0
15,W,2,3,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_2_3,2019,0,0
15,W,2,4,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_2_4,2019,0,0
15,W,2,5,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_2_5,2019,0,0
15,W,2,6,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_2_6,2019,0,0
15,W,3,1,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_3_1,2019,0,0
15,W,3,2,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_3_2,2019,0,0
15,W,3,3,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_3_3,2019,0,0
15,W,3,4,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_3_4,2019,0,0
15,W,3,5,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_3_5,2019,0,0
15,W,3,6,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_3_6,2019,0,0
15,W,4,1,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_4_1,2019,0,0
15,W,4,2,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_4_2,2019,0,0
15,W,4,3,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_4_3,2019,0,0
15,W,4,4,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_4_4,2019,0,0
15,W,4,5,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_4_5,2019,0,0
15,W,4,6,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_4_6,2019,0,0
15,W,5,1,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_5_1,2019,0,0
15,W,5,2,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_5_2,2019,0,0
15,W,5,3,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_5_3,2019,0,0
15,W,5,4,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_5_4,2019,0,0
15,W,5,5,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_5_5,2019,0,0
15,W,5,6,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_5_6,2019,0,0
15,W,6,1,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_6_1,2019,0,0
15,W,6,2,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_6_2,2019,0,0
15,W,6,4,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_6_4,2019,0,0
15,W,6,5,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_6_5,2019,0,0
15,W,6,6,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_6_6,2019,0,0
15,W,7,1,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_7_1,2019,0,0
15,W,7,2,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_7_2,2019,0,0
15,W,7,3,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_7_3,2019,0,0
15,W,7,4,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_7_4,2019,0,0
15,W,7,5,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_7_5,2019,0,0
15,W,7,6,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_7_6,2019,0,0
15,W,8,1,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_8_1,2019,0,0
15,W,8,2,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_8_2,2019,0,0
15,W,8,3,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_8_3,2019,0,0
15,W,8,4,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_8_4,2019,0,0
15,W,8,5,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_8_5,2019,0,0
15,W,8,6,3-year,1,conv,conv,soybean,S3,0,0,0,0,15_W_8_6,2019,0,0
16,E,1,4,3-year,1,low,low,corn,C3,0,0,0,0,16_E_1_4,2019,0,0
16,E,1,6,3-year,1,low,low,corn,C3,0,0,0,0,16_E_1_6,2019,0,0
16,E,2,4,3-year,1,low,low,corn,C3,0,0,0,0,16_E_2_4,2019,0,0
16,E,2,5,3-year,1,low,low,corn,C3,0,0,0,0,16_E_2_5,2019,0,0
16,E,2,6,3-year,1,low,low,corn,C3,0,0,0,0,16_E_2_6,2019,0,0
16,E,3,3,3-year,1,low,low,corn,C3,0,0,0,0,16_E_3_3,2019,0,0
16,E,3,5,3-year,1,low,low,corn,C3,0,0,0,0,16_E_3_5,2019,0,0
16,E,3,6,3-year,1,low,low,corn,C3,0,0,0,0,16_E_3_6,2019,0,0
16,E,4,4,3-year,1,low,low,corn,C3,0,0,0,0,16_E_4_4,2019,0,0
16,E,4,5,3-year,1,low,low,corn,C3,0,0,0,0,16_E_4_5,2019,0,0
16,E,4,6,3-year,1,low,low,corn,C3,0,0,0,0,16_E_4_6,2019,0,0
16,E,5,4,3-year,1,low,low,corn,C3,0,0,0,0,16_E_5_4,2019,0,0
16,E,5,5,3-year,1,low,low,corn,C3,0,0,0,0,16_E_5_5,2019,0,0
16,E,5,6,3-year,1,low,low,corn,C3,0,0,0,0,16_E_5_6,2019,0,0
16,E,6,4,3-year,1,low,low,corn,C3,0,0,0,0,16_E_6_4,2019,0,0
16,E,6,5,3-year,1,low,low,corn,C3,0,0,0,0,16_E_6_5,2019,0,0
16,E,6,6,3-year,1,low,low,corn,C3,0,0,0,0,16_E_6_6,2019,0,0
16,E,7,2,3-year,1,low,low,corn,C3,0,0,0,0,16_E_7_2,2019,0,0
16,E,7,3,3-year,1,low,low,corn,C3,0,0,0,0,16_E_7_3,2019,0,0
16,E,7,5,3-year,1,low,low,corn,C3,0,0,0,0,16_E_7_5,2019,0,0
16,E,7,6,3-year,1,low,low,corn,C3,0,0,0,0,16_E_7_6,2019,0,0
16,E,8,2,3-year,1,low,low,corn,C3,0,0,0,0,16_E_8_2,2019,0,0
16,E,8,5,3-year,1,low,low,corn,C3,0,0,0,0,16_E_8_5,2019,0,0
16,E,8,6,3-year,1,low,low,corn,C3,0,0,0,0,16_E_8_6,2019,0,0
16,W,1,4,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_1_4,2019,0,0
16,W,1,5,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_1_5,2019,0,0
16,W,1,6,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_1_6,2019,0,0
16,W,1,3,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_1_3,2019,0,0
16,W,2,4,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_2_4,2019,0,0
16,W,2,5,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_2_5,2019,0,0
16,W,2,6,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_2_6,2019,0,0
16,W,2,3,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_2_3,2019,0,0
16,W,3,4,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_3_4,2019,0,0
16,W,3,5,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_3_5,2019,0,0
16,W,3,6,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_3_6,2019,0,0
16,W,3,3,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_3_3,2019,0,0
16,W,4,4,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_4_4,2019,0,0
16,W,4,5,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_4_5,2019,0,0
16,W,4,6,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_4_6,2019,0,0
16,W,5,3,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_5_3,2019,0,0
16,W,5,4,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_5_4,2019,0,0
16,W,5,5,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_5_5,2019,0,0
16,W,5,6,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_5_6,2019,0,0
16,W,6,3,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_6_3,2019,0,0
16,W,6,4,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_6_4,2019,0,0
16,W,6,5,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_6_5,2019,0,0
16,W,6,6,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_6_6,2019,0,0
16,W,7,3,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_7_3,2019,0,0
16,W,7,4,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_7_4,2019,0,0
16,W,7,5,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_7_5,2019,0,0
16,W,7,6,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_7_6,2019,0,0
16,W,8,4,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_8_4,2019,0,0
16,W,8,5,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_8_5,2019,0,0
16,W,8,6,3-year,1,conv,conv,corn,C3,0,0,0,0,16_W_8_6,2019,0,0
17,E,1,1,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_1_1,2019,0,0
17,E,1,5,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_1_5,2019,0,0
17,E,1,6,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_1_6,2019,0,0
17,E,2,1,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_2_1,2019,0,0
17,E,2,3,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_2_3,2019,0,0
17,E,2,6,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_2_6,2019,0,0
17,E,3,1,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_3_1,2019,0,0
17,E,3,6,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_3_6,2019,0,0
17,E,4,6,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_4_6,2019,0,0
17,E,5,1,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_5_1,2019,0,0
17,E,5,3,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_5_3,2019,0,0
17,E,5,6,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_5_6,2019,0,0
17,E,6,1,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_6_1,2019,0,0
17,E,6,3,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_6_3,2019,0,0
17,E,6,4,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_6_4,2019,0,0
17,E,6,5,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_6_5,2019,0,0
17,E,6,6,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_6_6,2019,0,0
17,E,7,1,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_7_1,2019,0,0
17,E,7,6,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_7_6,2019,0,0
17,E,8,1,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_8_1,2019,0,0
17,E,8,4,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_8_4,2019,0,0
17,E,8,5,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_8_5,2019,0,0
17,E,8,6,4-year,1,conv,conv,alfalfa,A4,0,0,0,0,17_E_8_6,2019,0,0
17,W,1,3,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_1_3,2019,0,0
17,W,1,5,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_1_5,2019,0,0
17,W,1,6,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_1_6,2019,0,0
17,W,2,2,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_2_2,2019,0,0
17,W,2,6,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_2_6,2019,0,0
17,W,3,5,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_3_5,2019,0,0
17,W,3,6,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_3_6,2019,0,0
17,W,4,3,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_4_3,2019,0,0
17,W,4,6,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_4_6,2019,0,0
17,W,5,2,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_5_2,2019,0,0
17,W,5,5,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_5_5,2019,0,0
17,W,5,6,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_5_6,2019,0,0
17,W,6,6,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_6_6,2019,0,0
17,W,7,6,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_7_6,2019,0,0
17,W,8,3,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_8_3,2019,0,0
17,W,8,6,4-year,1,low,low,alfalfa,A4,0,0,0,0,17_W_8_6,2019,0,0
18,E,1,1,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_1_1,2019,0,0
18,E,1,2,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_1_2,2019,0,0
18,E,1,3,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_1_3,2019,0,0
18,E,1,4,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_1_4,2019,0,0
18,E,1,5,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_1_5,2019,0,0
18,E,1,6,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_1_6,2019,0,0
18,E,2,1,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_2_1,2019,0,0
18,E,2,2,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_2_2,2019,0,0
18,E,2,3,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_2_3,2019,0,0
18,E,2,4,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_2_4,2019,0,0
18,E,2,5,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_2_5,2019,0,0
18,E,2,6,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_2_6,2019,0,0
18,E,3,1,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_3_1,2019,0,0
18,E,3,2,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_3_2,2019,0,0
18,E,3,3,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_3_3,2019,0,0
18,E,3,4,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_3_4,2019,0,0
18,E,3,5,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_3_5,2019,0,0
18,E,3,6,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_3_6,2019,0,0
18,E,4,1,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_4_1,2019,0,0
18,E,4,2,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_4_2,2019,0,0
18,E,4,3,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_4_3,2019,0,0
18,E,4,4,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_4_4,2019,0,0
18,E,4,5,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_4_5,2019,0,0
18,E,4,6,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_4_6,2019,0,0
18,E,5,1,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_5_1,2019,0,0
18,E,5,2,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_5_2,2019,0,0
18,E,5,3,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_5_3,2019,0,0
18,E,5,4,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_5_4,2019,0,0
18,E,5,5,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_5_5,2019,0,0
18,E,5,6,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_5_6,2019,0,0
18,E,6,1,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_6_1,2019,0,0
18,E,6,2,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_6_2,2019,0,0
18,E,6,3,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_6_3,2019,0,0
18,E,6,4,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_6_4,2019,0,0
18,E,6,5,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_6_5,2019,0,0
18,E,6,6,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_6_6,2019,0,0
18,E,7,1,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_7_1,2019,0,0
18,E,7,2,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_7_2,2019,0,0
18,E,7,3,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_7_3,2019,0,0
18,E,7,4,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_7_4,2019,0,0
18,E,7,5,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_7_5,2019,0,0
18,E,7,6,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_7_6,2019,0,0
18,E,8,1,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_8_1,2019,0,0
18,E,8,2,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_8_2,2019,0,0
18,E,8,3,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_8_3,2019,0,0
18,E,8,4,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_8_4,2019,0,0
18,E,8,5,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_8_5,2019,0,0
18,E,8,6,4-year,1,conv,low,soybean,S4,0,0,0,0,18_E_8_6,2019,0,0
18,W,1,1,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_1_1,2019,0,0
18,W,1,2,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_1_2,2019,0,0
18,W,1,3,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_1_3,2019,0,0
18,W,1,4,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_1_4,2019,0,0
18,W,1,5,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_1_5,2019,0,0
18,W,1,6,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_1_6,2019,0,0
18,W,2,1,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_2_1,2019,0,0
18,W,2,2,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_2_2,2019,0,0
18,W,2,3,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_2_3,2019,0,0
18,W,2,4,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_2_4,2019,0,0
18,W,2,5,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_2_5,2019,0,0
18,W,2,6,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_2_6,2019,0,0
18,W,3,1,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_3_1,2019,0,0
18,W,3,2,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_3_2,2019,0,0
18,W,3,3,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_3_3,2019,0,0
18,W,3,4,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_3_4,2019,0,0
18,W,3,5,4-year,1,conv,conv,soybean,S4,0,0,0,0,18_W_3_5,2019,0,0
